title,pokemon_name,set_name,card_number,rarity_class,language,category,condition_std,is_graded,grading_company,numeric_grade,is_holo,is_full_art,is_v_card,is_ex_card,is_gx_card,is_promo,is_shadowless,is_1st_edition,is_rainbow,is_gold,price,currency,price_usd,price_tier_usd,seller_country,seller_listing_count,ships_worldwide,image_count,days_since_sold,sale_month,sale_year
Pokemon Card | Flareon 3/64 Jungle Holo Rare No Symbol Error Vintage WOTC 1999,Flareon,JUNGLE,3/64,Rare Holo,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,24.37,GBP,33.15,Uncommon,United Kingdom,28,0,16,5.0,5.0,2026.0
Pokemon Card | Machamp 1st Edition Holo Vintage WOTC Base Set 1999 MP,Machamp,BASE SET,,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,1,0,0,10.27,GBP,13.97,Uncommon,United Kingdom,28,0,16,5.0,5.0,2026.0
Pokemon Card | Chansey 3/102 Holo Vintage WOTC Base Set 1999 Unlimited MP (1),Unknown,BASE SET,3/102,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,21.65,GBP,29.45,Uncommon,United Kingdom,28,0,16,5.0,5.0,2026.0
Pokemon Card | Kangaskhan 5/64 Jungle Holo Rare Vintage WOTC 1999 Unlimited HP,Unknown,JUNGLE,5/64,Rare Holo,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,28,0,16,5.0,5.0,2026.0
Pokemon Card | Magneton 9/102 Holo Vintage WOTC Base Set 1999 Unlimited HP (2),Unknown,BASE SET,9/102,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,10.22,GBP,13.9,Uncommon,United Kingdom,28,0,16,5.0,5.0,2026.0
Pokemon Card | Hitmonchan 7/102 Holo Vintage WOTC Base Set 1999 Unlimited HP (1),Unknown,BASE SET,7/102,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,6.01,GBP,8.18,Common,United Kingdom,28,0,16,5.0,5.0,2026.0
Pokemon Card | Gyarados 6/102 Holo Rare Vintage WOTC Base Set 1999 Unlimited HP,Gyarados,BASE SET,6/102,Rare Holo,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,5.98,GBP,8.13,Common,United Kingdom,28,0,16,5.0,5.0,2026.0
Charizard EX 151 Special Illustration Rare Card 199/165 Pokemon,Charizard,Unknown,199/165,SIR,English,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,0,0,0,268.56,GBP,365.32,Ultra Rare,United Kingdom,4,0,13,5.0,5.0,2026.0
Pokemon Card | Hitmonchan 7/102 Holo Vintage WOTC Base Set 1999 Unlimited HP (2),Unknown,BASE SET,7/102,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,1.98,GBP,2.69,Common,United Kingdom,28,0,16,5.0,5.0,2026.0
Pokemon Card | Magneton 9/102 Holo  Vintage WOTC Base Set 1999 Unlimited MP (1),Unknown,BASE SET,9/102,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,12.14,GBP,16.51,Uncommon,United Kingdom,28,0,16,5.0,5.0,2026.0
Shiny Barraskewda S 231/190 S4a Shiny Star V - Pokemon Card Japanese-,Unknown,S4A,231/190,Unknown,Japanese,Single Cards,Near Mint,0,,,0,0,1,0,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Germany,114,1,2,2.0,5.0,2026.0
Pokemon Card | Ninetales 12/102 Holo Vintage WOTC Base Set 1999 Unlimited HP (1),Unknown,BASE SET,12/102,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,28,0,16,5.0,5.0,2026.0
Pokemon Card Common Expedition Base Set ENG 125/165 Poliwag (2) 2002 WOTC NM/LP,Unknown,BASE SET,125/165,Common,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,5.99,GBP,8.15,Common,United Kingdom,10,0,2,4.0,5.0,2026.0
JAPANESE POKEMON CARD E-SERIES EXPEDITION E1 - Krabby 010/128 - 1ST LP+-,Unknown,Unknown,010/128,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,0,0,0,0,0,0,0,1.5,EUR,1.76,Budget,Germany,114,1,2,2.0,5.0,2026.0
Charizard VSTAR 015/100 RR - Star Birth s9 Japanese Pokemon Card - MINT,Charizard,S9,015/100,RR,Japanese,Single Cards,Near Mint,0,,,0,0,1,0,0,0,0,0,0,0,12.0,GBP,16.32,Uncommon,United Kingdom,3,0,6,4.0,5.0,2026.0
Pokemon S-Chinese TCG Card Sun&Moon Rayquaza-GX CSM1bC-192/151 SSR Holo Mint,Rayquaza,Unknown,192/151,Unknown,Chinese,Single Cards,ACE 9,1,ACE,9.0,1,0,0,0,1,0,0,0,0,0,24.37,GBP,33.15,Uncommon,United Kingdom,1,0,2,4.0,5.0,2026.0
Dark Marowak 052/084 - Holo - Rocket Gang - 1st Edition Japanese Pokemon Card,Unknown,Unknown,052/084,Unknown,Japanese,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,1,0,0,30.0,GBP,40.81,Uncommon,United Kingdom,3,0,4,4.0,5.0,2026.0
Pokemon Card - Keldeo - KLD 004/015 HOLO Japanese LP-,Unknown,Unknown,004/015,Unknown,Japanese,Single Cards,Excellent,0,,,1,0,0,0,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Germany,114,1,2,2.0,5.0,2026.0
Pokemon Card | Ninetales 12/102 Holo Vintage WOTC Base Set 1999 Unlimited HP (2),Unknown,BASE SET,12/102,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,3.7,GBP,5.03,Common,United Kingdom,28,0,16,5.0,5.0,2026.0
Pokemon Card | Pidgeot 8/64 Jungle Holo Rare Vintage WOTC 1999 Unlimited MP (1),Pidgeot,JUNGLE,8/64,Rare Holo,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,12.14,GBP,16.51,Uncommon,United Kingdom,28,0,16,5.0,5.0,2026.0
Pokemon Card | Pidgeot 8/64 Jungle Holo Rare Vintage WOTC 1999 Unlimited HP (2),Pidgeot,JUNGLE,8/64,Rare Holo,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,8.16,GBP,11.1,Uncommon,United Kingdom,28,0,16,5.0,5.0,2026.0
Pokemon Card | Nidoking 11/102 Holo Rare Vintage WOTC Base Set 1999 Unlimited MP,Unknown,BASE SET,11/102,Rare Holo,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,14.43,GBP,19.63,Uncommon,United Kingdom,28,0,16,5.0,5.0,2026.0
Pokemon Card | Lapras 10/62 Holo Rare Vintage WOTC Fossil 1999 Unlimited MP,Lapras,FOSSIL,10/62,Rare Holo,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,7.42,GBP,10.09,Uncommon,United Kingdom,28,0,16,5.0,5.0,2026.0
Pokemon Card | Articuno 2/62 Holo Rare Vintage WOTC Fossil 1999 Unlimited MP,Articuno,FOSSIL,2/62,Rare Holo,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,24.89,GBP,33.86,Uncommon,United Kingdom,28,0,16,5.0,5.0,2026.0
Pokemon Card | Aerodactyl 1/62 Holo Rare Vintage WOTC Fossil 1999 Unlimited MP,Unknown,FOSSIL,1/62,Rare Holo,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,10.78,GBP,14.66,Uncommon,United Kingdom,28,0,16,5.0,5.0,2026.0
Pokemon Card | Clefairy 5/102 Holo Rare Vintage WOTC Base Set 1999 Unlimited MP,Unknown,BASE SET,5/102,Rare Holo,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,20.44,GBP,27.8,Uncommon,United Kingdom,28,0,17,5.0,5.0,2026.0
Pokemon Card | Jolteon 4/64 Jungle Holo Rare Vintage WOTC 1999 Unlimited LP,Jolteon,JUNGLE,4/64,Rare Holo,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,27.25,GBP,37.07,Uncommon,United Kingdom,28,0,16,5.0,5.0,2026.0
Pokemon Card | Scyther 10/64 Jungle Holo Rare Vintage WOTC 1999 Unlimited LP,Unknown,JUNGLE,10/64,Rare Holo,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,16.79,GBP,22.84,Uncommon,United Kingdom,28,0,16,5.0,5.0,2026.0
Pokemon Card | Here Comes Team Rocket! 15/82 Holo Vintage WOTC 1999 Unlimted MP,Unknown,TEAM ROCKET,15/82,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,10.77,GBP,14.65,Uncommon,United Kingdom,28,0,16,5.0,5.0,2026.0
Pokemon Card | Dark Weezing 14/82 Team Rocket Holo Vintage WOTC 1999 Unlimted MP,Unknown,TEAM ROCKET,14/82,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,3.64,GBP,4.95,Common,United Kingdom,28,0,16,5.0,5.0,2026.0
Pokemon Card | Rocket's Sneak Attack 16/82 Holo Vintage WOTC 1999 Unlimted MP,Unknown,Unknown,16/82,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,13.49,GBP,18.35,Uncommon,United Kingdom,28,0,16,5.0,5.0,2026.0
Pokemon Card Cynthia's Garchomp ex 104/182 Double Rare Destined Rivals Near Mint,Garchomp,Unknown,104/182,RR,English,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,0,0,0,1.0,GBP,1.36,Budget,United Kingdom,6,0,2,,,
Mimikyu Vmax TG17/TG30 ACE 10 GEM MINT Pokemon Card Full Art  Brilliant Star,Unknown,Unknown,,Unknown,English,Single Cards,ACE 10,1,ACE,10.0,0,1,1,0,0,0,0,0,0,0,89.79,GBP,122.14,Rare,United Kingdom,3,0,2,5.0,5.0,2026.0
PSA 10 Pikachu V SR 104/100 S4 Japanese Pokemon Card Amazing Volt Tackle,Pikachu,S4,104/100,SR,Japanese,Single Cards,CGC,1,CGC,,0,0,1,0,0,0,0,0,0,0,208.0,GBP,282.94,Ultra Rare,United Kingdom,2,0,3,5.0,5.0,2026.0
Pokemon Gardevoir Holo Rare Card 6/113 Delta Species,Gardevoir,Unknown,6/113,Rare Holo,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,51.29,GBP,69.77,Rare,United Kingdom,1,0,2,5.0,5.0,2026.0
Scizor 212 Set Neo Discovery Jap Pokemon Card Holo Rare NEARMINT-,Unknown,Unknown,,Rare Holo,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,23.5,EUR,27.56,Uncommon,Italy,4,0,4,5.0,5.0,2026.0
Mewtwo 3 - Black Star Promo - Pokemon Card HP,Mewtwo,Unknown,,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,1,0,0,0,0,1.0,GBP,1.36,Budget,United Kingdom,6,0,2,,,
Vintage Pokemon Card Jungle Base Rhyhorn Rhydon,Unknown,JUNGLE,,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,1.0,GBP,1.36,Budget,United Kingdom,2,1,2,5.0,5.0,2026.0
POKEMON CARD - SV2 - FUECOCO - 201/193 - IR - PALDEA EVOLVED - LP/NM,Unknown,SV2,201/193,IR,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,19.99,GBP,27.19,Uncommon,United Kingdom,1,0,10,5.0,5.0,2026.0
Vintage Pokemon Card Base Set Charmander,Charmander,BASE SET,,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,1.0,GBP,1.36,Budget,United Kingdom,2,1,2,5.0,5.0,2026.0
Pokemon TCG Destined Rivals Misty's Psyduck Illustration Card 193/182,Psyduck,Unknown,193/182,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,30.0,GBP,40.81,Uncommon,United Kingdom,6,0,2,,,
Kadabra Reverse Holo NM 064/165 Scarlet & Violet 151 Pokemon Card,Unknown,Unknown,064/165,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,1.0,GBP,1.36,Budget,United Kingdom,6,0,7,,,
Charizard EX 151 Special Illustration Rare Card 199/165 Pokemon,Charizard,Unknown,199/165,SIR,English,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,0,0,0,289.9,GBP,394.35,Ultra Rare,United Kingdom,4,0,13,5.0,5.0,2026.0
Mega Lucario ex MEP 033 Promo Full Art Holo Ascended Heroes Pokemon Card NM,Lucario,Unknown,,Unknown,English,Single Cards,Near Mint,0,,,1,1,0,1,0,1,0,0,0,0,26.58,GBP,36.16,Uncommon,United Kingdom,5,0,10,5.0,5.0,2026.0
Mega Blastoise EX XY Evolutions Holo Full Art Pokemon Card. Cool Deco Card Rare-,Blastoise,XY,,Rare,English,Single Cards,Near Mint,0,,,1,1,0,1,0,0,0,0,0,0,10.0,EUR,11.73,Uncommon,Germany,1,1,6,5.0,5.0,2026.0
Mega Venusaur EX 177/132 Full Art Secret Pokemon Card Secret Rare,Venusaur,Unknown,177/132,Rare,English,Single Cards,Near Mint,0,,,0,1,0,1,0,0,0,0,0,0,111.83,GBP,152.12,Rare,United Kingdom,1,0,3,5.0,5.0,2026.0
Japanese Dragonite 042/078 XY6 Emerald Break Non HOLO Near MINT Pokemon Card NM,Dragonite,XY6,042/078,Unknown,Japanese,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,5.0,GBP,6.8,Common,United Kingdom,1,0,5,5.0,5.0,2026.0
